sale_id,date_id,product_id,customer_id,store_id,quantity,unit_price,total_amount,discount_amount,net_amount,payment_method,transaction_time
T089152,20230428,P0043,C3910,S010,2,355.67,711.34,212.4674470843125,498.8725529156875,Mobile Payment,2023-04-28 09:03:00
T029232,20231213,P0648,C4965,S045,2,543.24,1086.48,77.93718027739149,1008.5428197226086,Credit Card,2023-12-13 19:18:00
T050557,20230410,P0906,C4477,S009,1,355.65,355.65,64.46034999226781,291.1896500077321,Credit Card,2023-04-10 09:33:00
T033685,20230906,P0988,C1344,S037,5,215.22,1076.1,256.80536786915525,819.2946321308447,Credit Card,2023-09-06 11:18:00
T058754,20231208,P0989,C2589,S018,5,241.48,1207.4,249.69067180577832,957.7093281942216,Cash,2023-12-08 15:15:00
T027023,20230727,P0387,C4771,S045,1,971.68,971.68,16.663222697667777,955.0167773023322,Cash,2023-07-27 17:15:00
T036906,20230915,P0965,C1317,S015,5,839.01,4195.05,643.6478031295283,3551.402196870472,Debit Card,2023-09-15 15:12:00
T000271,20231005,P0096,C1995,S008,2,553.48,1106.96,193.7216320642305,913.2383679357696,Cash,2023-10-05 14:41:00
T008867,20230406,P0107,C2784,S001,3,563.45,1690.35,477.07875937347904,1213.2712406265211,Cash,2023-04-06 15:57:00
T015007,20230911,P0864,C0124,S037,1,251.63,251.63,49.81748576898113,201.81251423101887,Cash,2023-09-11 16:37:00
T004689,20230429,P0774,C4690,S048,2,847.94,1695.88,87.80365953805388,1608.0763404619463,Cash,2023-04-29 20:54:00
T081996,20231221,P0011,C1663,S035,4,210.57,842.28,237.54406754425872,604.7359324557412,Credit Card,2023-12-21 09:55:00
T084373,20230602,P0544,C4505,S041,1,577.13,577.13,73.99795699914114,503.13204300085886,Debit Card,2023-06-02 12:58:00
T002515,20230103,P0752,C4556,S033,2,444.59,889.18,23.83188496998171,865.3481150300182,Mobile Payment,2023-01-03 20:56:00
T036400,20231008,P0828,C2371,S008,1,154.61,154.61,14.466387783940746,140.14361221605927,Credit Card,2023-10-08 16:16:00
T038869,20230831,P0500,C2315,S034,4,282.84,1131.36,193.2424817976669,938.117518202333,Debit Card,2023-08-31 12:00:00
T058245,20230507,P0266,C1497,S015,5,488.25,2441.25,412.5169331460378,2028.733066853962,Cash,2023-05-07 13:13:00
T030410,20230320,P0065,C0903,S012,1,210.7,210.7,54.23484342755794,156.46515657244203,Cash,2023-03-20 13:37:00
T054795,20230102,P0301,C0864,S023,1,667.58,667.58,83.16786722133767,584.4121327786623,Debit Card,2023-01-02 17:08:00
T019264,20230913,P0187,C2779,S018,1,410.29,410.29,1.622859976767331,408.6671400232327,Mobile Payment,2023-09-13 13:30:00
T083910,20230201,P0231,C1574,S039,1,634.07,634.07,47.17656444459934,586.8934355554007,Mobile Payment,2023-02-01 09:27:00
T026974,20230223,P0715,C1028,S016,4,843.23,3372.92,604.6426160311935,2768.2773839688066,Credit Card,2023-02-23 19:24:00
T007130,20230119,P0076,C4947,S035,5,614.36,3071.8,335.3382907640042,2736.461709235996,Cash,2023-01-19 10:57:00
T007145,20230406,P0678,C1375,S013,3,894.82,2684.46,525.5914912224385,2158.8685087775616,Cash,2023-04-06 20:24:00
T045466,20230728,P0030,C3294,S022,4,587.31,2349.24,349.695091640948,1999.544908359052,Credit Card,2023-07-28 16:12:00
T001967,20230610,P0911,C1005,S015,3,603.38,1810.14,130.74859238158382,1679.391407618416,Mobile Payment,2023-06-10 10:11:00
T015153,20230812,P0001,C2689,S005,1,399.12,399.12,41.90681500448862,357.21318499551137,Credit Card,2023-08-12 13:11:00
T019114,20230723,P0156,C1740,S033,2,960.68,1921.36,436.33293531893366,1485.0270646810663,Debit Card,2023-07-23 19:00:00
T076207,20230413,P0804,C4045,S009,1,371.75,371.75,90.70324419505836,281.04675580494165,Debit Card,2023-04-13 11:21:00
T032142,20230726,P0111,C4356,S007,1,815.1,815.1,176.636586403137,638.463413596863,Debit Card,2023-07-26 18:05:00
T021935,20230906,P0771,C2718,S020,5,18.55,92.75,16.63924919753907,76.11075080246093,Credit Card,2023-09-06 12:23:00
T040360,20231128,P0205,C1216,S030,2,183.64,367.28,31.65703201069057,335.6229679893094,Cash,2023-11-28 08:18:00
T053842,20230112,P0742,C1438,S040,3,634.03,1902.09,135.30168852221115,1766.7883114777887,Debit Card,2023-01-12 14:45:00
T009163,20230712,P0834,C4629,S010,4,855.9,3423.6,584.372934755337,2839.2270652446628,Debit Card,2023-07-12 10:30:00
T087844,20230508,P0591,C4293,S050,3,976.57,2929.71,577.6508994994073,2352.0591005005926,Debit Card,2023-05-08 12:07:00
T037630,20230805,P0743,C1950,S034,1,304.23,304.23,27.190419007926543,277.03958099207347,Debit Card,2023-08-05 08:55:00
T083305,20230712,P0809,C4318,S032,4,80.33,321.32,62.21383962008149,259.1061603799185,Debit Card,2023-07-12 20:00:00
T066270,20230204,P0255,C0203,S036,3,979.41,2938.23,369.6425461680125,2568.587453831988,Cash,2023-02-04 08:22:00
T034654,20230518,P0599,C3626,S014,4,406.98,1627.92,375.5499494890521,1252.370050510948,Debit Card,2023-05-18 18:46:00
T041963,20230603,P0256,C4642,S009,5,329.86,1649.3000000000002,350.97379795696884,1298.3262020430311,Debit Card,2023-06-03 17:18:00
T039591,20230526,P0214,C1144,S022,4,317.78,1271.12,209.9771071776485,1061.142892822351,Cash,2023-05-26 08:57:00
T081036,20230908,P0590,C1703,S008,3,852.11,2556.33,67.48659174120782,2488.843408258792,Mobile Payment,2023-09-08 15:45:00
T010981,20230110,P0220,C2732,S020,5,997.46,4987.3,815.261965929043,4172.038034070957,Cash,2023-01-10 12:09:00
T056300,20230208,P0626,C4474,S026,5,483.92,2419.6,723.0027384928586,1696.5972615071414,Cash,2023-02-08 17:58:00
T061549,20230604,P0329,C3359,S007,3,58.38,175.14,36.82051841061247,138.31948158938755,Credit Card,2023-06-04 19:57:00
T088401,20230324,P0723,C4138,S026,3,828.17,2484.51,377.019494676669,2107.4905053233306,Credit Card,2023-03-24 09:37:00
T044324,20230810,P0187,C2659,S027,4,410.29,1641.16,17.46352302951401,1623.6964769704862,Cash,2023-08-10 10:16:00
T055208,20230130,P0111,C2587,S034,5,815.1,4075.5,948.5461493491332,3126.953850650867,Cash,2023-01-30 16:32:00
T053528,20230222,P0538,C2010,S044,5,376.4,1882.0,401.1751327086925,1480.8248672913076,Credit Card,2023-02-22 13:01:00
T026971,20230918,P0818,C3264,S024,5,341.31,1706.55,314.3913537443197,1392.1586462556802,Credit Card,2023-09-18 11:46:00
T073218,20230518,P0366,C2217,S029,5,587.9,2939.5,161.13852376260166,2778.361476237398,Credit Card,2023-05-18 12:51:00
T065891,20230916,P0613,C2812,S010,1,624.19,624.19,148.21403198036893,475.9759680196311,Credit Card,2023-09-16 13:55:00
T042222,20230709,P0194,C4635,S026,2,702.78,1405.56,43.31906059389157,1362.2409394061085,Credit Card,2023-07-09 11:04:00
T097866,20230326,P0015,C1624,S037,1,114.5,114.5,13.403099545919265,101.09690045408074,Cash,2023-03-26 15:37:00
T012251,20230108,P0939,C4633,S039,1,364.76,364.76,50.84723023023425,313.91276976976576,Mobile Payment,2023-01-08 08:58:00
T069437,20230410,P0038,C1128,S022,1,963.95,963.95,274.85028370098377,689.0997162990163,Debit Card,2023-04-10 09:23:00
T038433,20230623,P0862,C3049,S029,2,100.3,200.6,57.10188931596878,143.49811068403122,Mobile Payment,2023-06-23 18:27:00
T040890,20231101,P0029,C1213,S047,2,128.24,256.48,2.4074752162839927,254.07252478371603,Credit Card,2023-11-01 08:17:00
T030999,20230803,P0081,C2376,S015,5,995.77,4978.85,989.5259218400493,3989.324078159951,Cash,2023-08-03 12:05:00
T056146,20231008,P0814,C2569,S023,3,886.4,2659.2,735.2298479651838,1923.970152034816,Debit Card,2023-10-08 13:27:00
T095414,20230904,P0485,C2856,S013,2,92.77,185.54,10.413033567874056,175.12696643212593,Debit Card,2023-09-04 14:00:00
T022156,20230829,P0822,C3803,S028,4,986.81,3947.24,203.9312689237665,3743.308731076233,Credit Card,2023-08-29 14:36:00
T017614,20230109,P0085,C4341,S020,5,361.74,1808.7,419.5932151949858,1389.1067848050145,Credit Card,2023-01-09 16:36:00
T056444,20231105,P0140,C1021,S046,2,727.34,1454.68,188.297490191254,1266.382509808746,Cash,2023-11-05 20:47:00
T098400,20230919,P0546,C0237,S002,3,856.81,2570.43,462.98197041398566,2107.448029586014,Debit Card,2023-09-19 16:35:00
T024053,20230612,P0191,C1143,S024,4,222.63,890.52,131.80963044806774,758.7103695519322,Cash,2023-06-12 15:24:00
T050243,20230330,P0219,C1654,S035,2,101.94,203.88,54.83807149706608,149.04192850293393,Credit Card,2023-03-30 10:41:00
T058999,20230910,P0881,C4624,S025,1,279.1,279.1,53.97861372496055,225.12138627503947,Mobile Payment,2023-09-10 13:07:00
T031345,20231001,P0387,C3076,S013,1,971.68,971.68,60.98377163269348,910.6962283673064,Credit Card,2023-10-01 12:16:00
T061242,20230808,P0570,C1045,S026,3,723.81,2171.43,249.7356749051842,1921.694325094816,Credit Card,2023-08-08 08:29:00
T092530,20231120,P0998,C1882,S020,2,540.77,1081.54,45.40014189797849,1036.1398581020214,Credit Card,2023-11-20 19:30:00
T080829,20230111,P0931,C3953,S004,3,536.91,1610.73,219.44824083856557,1391.2817591614344,Debit Card,2023-01-11 09:59:00
T051726,20230925,P0390,C1071,S040,2,690.77,1381.54,51.40060779577325,1330.1393922042266,Mobile Payment,2023-09-25 10:31:00
T033880,20230531,P0578,C3990,S015,5,859.29,4296.45,149.79201437009598,4146.657985629904,Cash,2023-05-31 11:34:00
T083007,20230911,P0812,C1890,S012,4,667.3,2669.2,181.58219186117375,2487.617808138826,Credit Card,2023-09-11 17:13:00
T073909,20230620,P0116,C3076,S002,4,203.18,812.72,57.18202853972986,755.5379714602701,Mobile Payment,2023-06-20 13:22:00
T067247,20230822,P0333,C2476,S027,5,108.83,544.15,101.19391457254046,442.9560854274595,Debit Card,2023-08-22 15:33:00
T088808,20231014,P0669,C0952,S041,5,522.23,2611.15,746.5031769238731,1864.646823076127,Debit Card,2023-10-14 16:26:00
T013122,20230719,P0187,C2487,S045,3,410.29,1230.87,4.741792271750699,1226.1282077282494,Credit Card,2023-07-19 12:02:00
T008258,20230103,P0122,C3899,S037,5,600.27,3001.35,201.1844942817593,2800.1655057182406,Cash,2023-01-03 11:48:00
T093381,20230819,P0471,C0664,S018,4,484.3,1937.2,332.13483281845294,1605.0651671815472,Credit Card,2023-08-19 18:48:00
T013915,20230708,P0174,C1441,S041,5,778.25,3891.25,519.4387895440203,3371.81121045598,Credit Card,2023-07-08 08:51:00
T030903,20230619,P0542,C1945,S026,2,829.69,1659.38,123.82504049554248,1535.5549595044577,Mobile Payment,2023-06-19 09:44:00
T072859,20231203,P0689,C4340,S014,3,546.6,1639.8000000000002,201.5117837763145,1438.2882162236856,Mobile Payment,2023-12-03 15:53:00
T020293,20230527,P0353,C2806,S046,4,660.86,2643.44,428.28078377350135,2215.1592162264988,Credit Card,2023-05-27 17:42:00
T058171,20230108,P0788,C0547,S035,4,468.25,1873.0,109.73817331593344,1763.2618266840666,Debit Card,2023-01-08 17:22:00
T020950,20230418,P0221,C1346,S048,4,537.02,2148.08,108.17625794285114,2039.9037420571487,Cash,2023-04-18 08:05:00
T036695,20231229,P0267,C1859,S004,3,129.56,388.68,41.61371951172939,347.0662804882706,Cash,2023-12-29 12:04:00
T008526,20230413,P0246,C1064,S011,1,319.1,319.1,59.46925245854227,259.63074754145777,Credit Card,2023-04-13 20:56:00
T078272,20230821,P0202,C0569,S042,4,853.45,3413.8,399.8937869727392,3013.906213027261,Mobile Payment,2023-08-21 15:33:00
T077403,20230527,P0824,C3875,S013,1,286.81,286.81,70.11872491606553,216.69127508393447,Debit Card,2023-05-27 08:28:00
T077652,20230107,P0911,C3275,S011,4,603.38,2413.52,704.9990727705139,1708.520927229486,Cash,2023-01-07 12:51:00
T099837,20230926,P0223,C4286,S044,3,116.74,350.22,37.34675543930952,312.87324456069047,Mobile Payment,2023-09-26 20:24:00
T092272,20231006,P0829,C4763,S018,3,178.31,534.9300000000001,140.59733938518048,394.3326606148196,Debit Card,2023-10-06 12:46:00
T029776,20230314,P0798,C3701,S030,5,907.12,4535.6,1229.1594737819453,3306.4405262180558,Mobile Payment,2023-03-14 19:23:00
T034808,20230527,P0324,C3808,S011,3,679.63,2038.89,297.9251524252375,1740.9648475747624,Credit Card,2023-05-27 10:33:00
T016886,20230504,P0454,C3369,S036,4,270.37,1081.48,186.7401566899074,894.7398433100926,Credit Card,2023-05-04 10:21:00
T049984,20230911,P0907,C3342,S014,5,29.0,145.0,4.855220714061232,140.14477928593877,Debit Card,2023-09-11 10:46:00
T062615,20231221,P0564,C1788,S035,1,741.13,741.13,73.42895309612847,667.7010469038715,Mobile Payment,2023-12-21 18:39:00
T014229,20231225,P0773,C4003,S040,5,265.98,1329.9,72.81396464962818,1257.086035350372,Mobile Payment,2023-12-25 14:19:00
T052177,20230709,P0404,C1410,S003,2,746.2,1492.4,181.9021062820951,1310.497893717905,Cash,2023-07-09 16:05:00
T008029,20231201,P0534,C3690,S012,1,838.46,838.46,15.059597811054909,823.4004021889451,Debit Card,2023-12-01 14:13:00
T028922,20230314,P0946,C4068,S023,2,58.6,117.2,4.866236125285404,112.3337638747146,Cash,2023-03-14 16:14:00
T069420,20230210,P0248,C0729,S030,4,19.08,76.32,18.73144534558955,57.58855465441045,Cash,2023-02-10 14:27:00
T070812,20231230,P0104,C2329,S032,2,722.89,1445.78,429.6302226595633,1016.1497773404368,Credit Card,2023-12-30 14:42:00
T034364,20230209,P0958,C1186,S042,5,248.81,1244.05,179.26840289295467,1064.7815971070454,Debit Card,2023-02-09 10:56:00
T043204,20230411,P0601,C2919,S038,2,928.46,1856.92,533.2173319599048,1323.7026680400954,Mobile Payment,2023-04-11 10:21:00
T036795,20231121,P0598,C0358,S013,2,575.01,1150.02,60.92999572262213,1089.0900042773778,Debit Card,2023-11-21 14:07:00
T097027,20230215,P0541,C3848,S015,1,209.2,209.2,41.46894296913078,167.7310570308692,Cash,2023-02-15 20:42:00
T063343,20230523,P0853,C2950,S047,1,696.88,696.88,142.78395993166805,554.096040068332,Mobile Payment,2023-05-23 09:32:00
T036956,20231103,P0099,C4614,S026,3,774.52,2323.56,534.1280386934461,1789.4319613065538,Cash,2023-11-03 08:57:00
T069229,20230819,P0633,C2775,S011,5,764.62,3823.1,160.3909179644251,3662.709082035575,Credit Card,2023-08-19 14:12:00
T009424,20230820,P0416,C0122,S031,4,703.7,2814.8,620.4133676581743,2194.386632341826,Credit Card,2023-08-20 18:03:00
T086001,20230531,P0609,C0317,S036,5,430.3,2151.5,391.74072827474737,1759.7592717252526,Cash,2023-05-31 10:43:00
T016959,20230123,P0392,C4339,S015,2,262.12,524.24,146.8212038998247,377.4187961001753,Credit Card,2023-01-23 11:51:00
T021615,20230130,P0771,C4678,S005,2,18.55,37.1,9.008788456710674,28.09121154328933,Cash,2023-01-30 12:09:00
T061462,20230521,P0484,C4349,S015,2,172.34,344.68,17.106723428676055,327.573276571324,Debit Card,2023-05-21 20:51:00
T061774,20230712,P0607,C0011,S044,3,807.4,2422.2,651.5786671091018,1770.621332890898,Debit Card,2023-07-12 08:15:00
T086802,20231008,P0690,C3316,S037,3,78.41,235.23,70.14571189366046,165.08428810633953,Debit Card,2023-10-08 11:14:00
T067503,20231209,P0166,C0584,S042,2,615.53,1231.06,58.7409805907748,1172.3190194092251,Cash,2023-12-09 19:51:00
T079371,20230813,P0822,C4891,S043,3,986.81,2960.43,658.2671847789493,2302.1628152210506,Debit Card,2023-08-13 15:41:00
T034497,20230921,P0703,C4273,S032,1,149.44,149.44,32.61921107583062,116.82078892416938,Cash,2023-09-21 08:22:00
T043009,20231115,P0324,C4225,S033,4,679.63,2718.52,458.9849254720292,2259.5350745279707,Cash,2023-11-15 11:52:00
T091598,20231126,P0549,C1411,S038,1,471.76,471.76,82.6488071648564,389.1111928351436,Cash,2023-11-26 13:49:00
T075439,20230620,P0469,C3140,S008,3,100.2,300.6,50.61625338738177,249.98374661261823,Mobile Payment,2023-06-20 15:06:00
T029720,20231122,P0294,C1626,S008,4,417.2,1668.8,188.68833016749085,1480.111669832509,Debit Card,2023-11-22 11:47:00
T038607,20230725,P0142,C2414,S028,5,330.98,1654.9,361.6644445165711,1293.235555483429,Credit Card,2023-07-25 19:34:00
T077127,20231119,P0450,C4218,S027,3,242.51,727.53,152.05532187212134,575.4746781278786,Credit Card,2023-11-19 13:33:00
T097088,20230614,P0511,C1155,S044,5,301.45,1507.25,288.97105258240344,1218.2789474175966,Debit Card,2023-06-14 15:04:00
T024627,20230315,P0303,C4810,S013,2,882.64,1765.28,192.46334128397217,1572.816658716028,Cash,2023-03-15 20:31:00
T061815,20230709,P0079,C3894,S042,2,840.35,1680.7,433.0738799919818,1247.6261200080182,Credit Card,2023-07-09 16:21:00
T069756,20230720,P0827,C1515,S022,2,672.05,1344.1,368.4026449598904,975.6973550401094,Cash,2023-07-20 14:15:00
T011931,20230318,P0226,C0031,S048,4,250.66,1002.64,0.4299039651980628,1002.210096034802,Mobile Payment,2023-03-18 08:19:00
T016161,20230807,P0744,C4272,S039,2,12.5,25.0,1.2567895337309636,23.74321046626904,Debit Card,2023-08-07 11:31:00
T047440,20230828,P0505,C3692,S008,2,968.55,1937.1,262.33978039184143,1674.7602196081584,Cash,2023-08-28 15:46:00
T034606,20230504,P0705,C2526,S048,3,881.57,2644.71,765.1355135090379,1879.574486490962,Credit Card,2023-05-04 15:52:00
T014107,20230112,P0956,C3886,S037,2,620.37,1240.74,114.13072690578412,1126.609273094216,Mobile Payment,2023-01-12 08:21:00
T090651,20230906,P0895,C3098,S020,3,773.87,2321.61,262.0474047156381,2059.562595284362,Debit Card,2023-09-06 12:27:00
T098435,20230519,P0349,C4064,S004,1,48.07,48.07,3.249565674635527,44.82043432536448,Cash,2023-05-19 08:22:00
T017503,20230707,P0149,C1699,S018,4,983.47,3933.88,910.4210839454806,3023.4589160545192,Credit Card,2023-07-07 08:26:00
T063486,20230205,P0875,C1624,S014,2,43.91,87.82,8.483831800990904,79.3361681990091,Debit Card,2023-02-05 18:44:00
T033076,20231024,P0182,C1829,S037,5,666.72,3333.6000000000004,77.44625783051744,3256.153742169483,Debit Card,2023-10-24 17:44:00
T079809,20231231,P0088,C2912,S023,5,947.63,4738.15,1125.0300819863578,3613.119918013642,Debit Card,2023-12-31 17:56:00
T090791,20230911,P0160,C2852,S014,1,388.51,388.51,66.20357546429224,322.3064245357077,Cash,2023-09-11 13:50:00
T093365,20231218,P0088,C4821,S039,1,947.63,947.63,112.39729644014656,835.2327035598535,Credit Card,2023-12-18 10:11:00
T018293,20230428,P0422,C2502,S043,3,789.78,2369.34,114.0601973997362,2255.279802600264,Mobile Payment,2023-04-28 18:57:00
T043850,20230121,P0453,C4916,S044,4,651.47,2605.88,75.2897262443754,2530.590273755625,Credit Card,2023-01-21 08:16:00
T035068,20230801,P0542,C0684,S023,2,829.69,1659.38,75.12158192396893,1584.2584180760311,Credit Card,2023-08-01 18:03:00
T061393,20230130,P0703,C1029,S043,5,149.44,747.2,105.88267959085442,641.3173204091456,Cash,2023-01-30 14:43:00
T027382,20231206,P0430,C1218,S042,4,370.89,1483.56,384.2637229351166,1099.2962770648833,Cash,2023-12-06 09:45:00
T085414,20230225,P0478,C1119,S022,2,545.81,1091.62,188.6940887036872,902.9259112963128,Cash,2023-02-25 18:12:00
T013798,20230522,P0190,C2933,S001,5,334.37,1671.85,384.63271914594543,1287.2172808540545,Mobile Payment,2023-05-22 17:56:00
T001729,20231010,P0544,C3622,S043,5,577.13,2885.65,841.3147514405163,2044.335248559484,Cash,2023-10-10 13:28:00
T066101,20231107,P0114,C4347,S033,1,326.25,326.25,58.858633148656224,267.3913668513438,Debit Card,2023-11-07 15:46:00
T007678,20230801,P0741,C0906,S049,4,72.16,288.64,37.04670169568568,251.59329830431432,Cash,2023-08-01 18:28:00
T073315,20231123,P0685,C1826,S018,2,498.32,996.64,191.7493919771977,804.8906080228023,Credit Card,2023-11-23 14:31:00
T069696,20230828,P0772,C2597,S006,3,972.1,2916.3,348.08322224558714,2568.216777754413,Mobile Payment,2023-08-28 11:00:00
T005439,20230602,P0862,C4287,S017,5,100.3,501.5,143.24099179303232,358.2590082069677,Debit Card,2023-06-02 09:49:00
T073381,20230112,P0209,C3824,S033,1,866.58,866.58,102.1310498443497,764.4489501556503,Debit Card,2023-01-12 14:18:00
T034591,20231224,P0520,C1452,S010,2,317.62,635.24,32.47680460157806,602.763195398422,Credit Card,2023-12-24 14:10:00
T008453,20230115,P0777,C0697,S019,1,77.3,77.3,9.25511250693082,68.04488749306918,Credit Card,2023-01-15 09:34:00
T006235,20231217,P0625,C4554,S048,3,494.03,1482.09,326.18787832571894,1155.902121674281,Credit Card,2023-12-17 11:24:00
T056580,20231102,P0280,C2181,S044,4,385.17,1540.68,2.496576240977101,1538.183423759023,Credit Card,2023-11-02 09:08:00
T044069,20231114,P0778,C0452,S008,1,313.56,313.56,32.27553357645679,281.2844664235432,Credit Card,2023-11-14 17:19:00
T073662,20230713,P0647,C1525,S031,2,985.29,1970.58,491.0669336943772,1479.5130663056227,Debit Card,2023-07-13 12:20:00
T018242,20230412,P0340,C3943,S017,4,246.75,987.0,171.92076867285036,815.0792313271496,Cash,2023-04-12 16:38:00
T072560,20230101,P0592,C1675,S024,1,73.91,73.91,4.006490582977665,69.90350941702233,Debit Card,2023-01-01 12:09:00
T011373,20230719,P0837,C2682,S028,3,622.67,1868.01,541.8267405392584,1326.1832594607413,Credit Card,2023-07-19 17:14:00
T053068,20230220,P0384,C2813,S048,1,231.43,231.43,52.19259849543425,179.23740150456575,Mobile Payment,2023-02-20 19:03:00
T054397,20231003,P0142,C4480,S043,5,330.98,1654.9,1.0730796631822557,1653.826920336818,Mobile Payment,2023-10-03 19:01:00
T060744,20230514,P0797,C1684,S003,5,842.92,4214.599999999999,26.48771336617764,4188.112286633822,Mobile Payment,2023-05-14 12:56:00
T004233,20230930,P0713,C1119,S037,5,725.97,3629.85,241.5677270283467,3388.2822729716536,Credit Card,2023-09-30 20:50:00
T066150,20230911,P0727,C1641,S003,3,927.64,2782.92,83.14239089054902,2699.777609109451,Mobile Payment,2023-09-11 10:46:00
T000227,20231218,P0528,C1041,S014,5,607.67,3038.35,625.2096964920048,2413.140303507995,Debit Card,2023-12-18 09:50:00
T038051,20231022,P0025,C0700,S007,2,258.81,517.62,47.52292687090948,470.0970731290905,Cash,2023-10-22 16:15:00
T075831,20230629,P0041,C4570,S020,3,177.49,532.47,70.16121868822096,462.3087813117791,Credit Card,2023-06-29 16:10:00
T011713,20230714,P0138,C2712,S019,1,812.06,812.06,29.098046553605712,782.9619534463942,Cash,2023-07-14 17:16:00
T089799,20230605,P0728,C2759,S028,4,952.55,3810.2,737.5476958694043,3072.6523041305954,Cash,2023-06-05 15:10:00
T084722,20231226,P0962,C2050,S025,1,884.32,884.32,243.82870488346387,640.4912951165362,Credit Card,2023-12-26 20:08:00
T011651,20230120,P0057,C2453,S002,3,388.94,1166.82,192.2236789350984,974.5963210649016,Cash,2023-01-20 20:30:00
T063793,20230126,P0597,C3689,S004,4,679.82,2719.28,430.3305688006811,2288.949431199319,Credit Card,2023-01-26 15:39:00
T018332,20230524,P0285,C3205,S019,3,246.6,739.8,68.48671917646152,671.3132808235384,Cash,2023-05-24 14:11:00
T059465,20230717,P0212,C1247,S013,3,649.45,1948.35,392.4855551811011,1555.864444818899,Cash,2023-07-17 16:00:00
T031839,20230729,P0186,C3879,S005,2,984.33,1968.66,105.4280195667904,1863.2319804332096,Credit Card,2023-07-29 08:23:00
T035888,20230611,P0314,C2889,S019,2,201.65,403.3,33.53622641590681,369.7637735840932,Debit Card,2023-06-11 10:48:00
T070558,20230728,P0806,C1692,S041,1,944.64,944.64,73.49595842470043,871.1440415752995,Credit Card,2023-07-28 18:33:00
T068842,20230812,P0111,C0682,S018,1,815.1,815.1,98.81730209251872,716.2826979074813,Cash,2023-08-12 18:48:00
T044300,20231024,P0290,C1153,S039,5,126.14,630.7,117.64829705092993,513.0517029490701,Cash,2023-10-24 20:30:00
T039432,20230607,P0312,C4871,S032,1,670.26,670.26,200.32318000969383,469.93681999030616,Debit Card,2023-06-07 08:51:00
T071758,20230123,P0915,C0004,S029,1,366.37,366.37,83.93380285695628,282.4361971430437,Cash,2023-01-23 13:45:00
T051267,20231025,P0535,C0645,S005,4,814.75,3259.0,882.3162191965295,2376.6837808034707,Cash,2023-10-25 08:50:00
T049809,20230228,P0574,C2854,S042,2,799.42,1598.84,344.97304453897414,1253.8669554610258,Credit Card,2023-02-28 12:00:00
T086689,20230704,P0745,C1007,S032,4,16.62,66.48,1.8634172944545035,64.6165827055455,Credit Card,2023-07-04 13:53:00
T061005,20230914,P0201,C0364,S020,5,955.46,4777.3,594.7900836918088,4182.509916308191,Mobile Payment,2023-09-14 13:57:00
T060771,20230406,P0029,C3996,S016,4,128.24,512.96,40.36056293008018,472.5994370699199,Debit Card,2023-04-06 09:11:00
T000088,20230823,P0198,C3016,S016,5,247.35,1236.75,182.63279101408776,1054.1172089859122,Mobile Payment,2023-08-23 11:26:00
T077204,20231215,P0825,C4197,S024,5,366.77,1833.85,36.18125028111264,1797.6687497188873,Credit Card,2023-12-15 20:22:00
T051988,20230129,P0899,C0240,S045,1,115.09,115.09,19.78377065516265,95.30622934483736,Cash,2023-01-29 18:11:00
T082150,20231219,P0814,C3043,S037,2,886.4,1772.8,342.8767584094935,1429.9232415905064,Debit Card,2023-12-19 20:22:00
T043734,20231128,P0782,C2503,S021,5,220.83,1104.15,153.25180222998995,950.89819777001,Cash,2023-11-28 10:29:00
T095182,20231102,P0866,C0630,S023,5,392.85,1964.25,347.8928132772447,1616.3571867227552,Debit Card,2023-11-02 14:49:00
T088477,20230715,P0899,C0342,S047,5,115.09,575.45,89.22002561466067,486.22997438533935,Credit Card,2023-07-15 16:31:00
T062006,20231016,P0641,C1029,S036,1,206.89,206.89,34.562814206982374,172.3271857930176,Cash,2023-10-16 20:47:00
T030884,20230718,P0244,C3050,S003,5,41.28,206.4,10.320905538556136,196.07909446144387,Mobile Payment,2023-07-18 20:03:00
T050767,20230522,P0461,C0902,S048,2,711.25,1422.5,350.9354755691429,1071.564524430857,Debit Card,2023-05-22 11:51:00
T074956,20230312,P0975,C3634,S018,5,765.65,3828.25,122.32095749433138,3705.929042505669,Debit Card,2023-03-12 20:38:00
T012751,20231026,P0069,C0613,S024,4,309.82,1239.28,207.5813575421869,1031.698642457813,Mobile Payment,2023-10-26 15:53:00
T036507,20230810,P0029,C1636,S037,2,128.24,256.48,23.72837684903888,232.75162315096117,Mobile Payment,2023-08-10 11:40:00
T009938,20230603,P0835,C3928,S045,2,992.64,1985.28,209.6061013712115,1775.6738986287885,Credit Card,2023-06-03 20:42:00
T018374,20230214,P0845,C1731,S024,1,388.11,388.11,40.01709130810804,348.092908691892,Credit Card,2023-02-14 20:15:00
T092221,20230808,P0021,C0888,S044,5,716.72,3583.6000000000004,747.2782775902682,2836.321722409732,Mobile Payment,2023-08-08 14:52:00
T090730,20230502,P0592,C1693,S017,5,73.91,369.55,105.42269217928968,264.12730782071026,Mobile Payment,2023-05-02 10:30:00
T012397,20230819,P0169,C4056,S008,5,932.52,4662.6,76.80813208446594,4585.791867915535,Mobile Payment,2023-08-19 14:55:00
T094922,20230523,P0712,C3117,S018,2,781.69,1563.38,375.1290839361928,1188.2509160638074,Mobile Payment,2023-05-23 14:03:00
T033802,20230320,P0756,C2779,S034,1,148.37,148.37,3.5696500570451235,144.80034994295488,Cash,2023-03-20 12:52:00
